Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
3799,B001L1DYAA,A2YXU4SGGU7WL1,Michael,0,0,5,1327708800,My favorite cofee,"I tried this coffee two years ago and found it much better then other brands of coffee I had had before. Since then I have been buying Gevalia coffee at Amazon. Amazon offers a good price, even lower than that on the Gevalia online store."
3800,B001L1DYAA,AZX7EZIIFMFI7,R. Wise,5,8,5,1237852800,Great coffee!,"The breakfast blend has always been one of my personal favorites from Gevalia.  Gives whole new reason to getting up early on Saturday.  Plus, the Amazon price could not be beat!"
3801,B001L1DYAA,A3L0NAPOQINTIV,M. White,3,5,5,1278979200,Geliva coffee,I love Geliva coffee.Its not bitter like some of the brands and it set well on my stomach.I have too say its the best coffee I every had and I tried a lot of expensive brands as well as the lesser expensive this is mid price and I love it.I will continue to buy this frm Amazon every three months
3802,B001L1DYAA,A1KX2MDNNDF4C9,Dennis S. Kinsey,1,3,5,1237507200,Gevalia is the best,Gevalia Kaffee is by FAR the best coffee on the market.<br />Especially the Coastarican peaberry and the Peruvian organic.
3803,B001L1DYAA,A2I5OC3AQBTPC1,E. Irene Goulette,9,17,5,1234569600,Best Coffee OutThere,"Gevalia is the best coffee there is - always mellow, never bitter. I'd never drink any other brand."
3804,B007TGL2TQ,A4H00B61AD039,Dave559,0,0,1,1341792000,Almost Bought,"I went to check out and found out that the freight is $14.00 on an $11.00 (canned, not fresh produce)??!!  RIDICULOUS!!"
3805,B000X2CWTM,A29Z42FG7RJZAV,Jon Winters,32,33,5,1201651200,Real Licorice,I received a box of this for Christmas. It is really good. Not overly strong like most black licorice. It is indeed soft and it has a very simple ingredient list with NO High Fructose Corn Syrup like most candy:<br />Molasses<br />Wheat Flour<br />Licorice Extract<br />Natural Flavor (Aniseed Oil)
3806,B000X2CWTM,A2XE8T8SZZ81DS,Jocasta Bouvier,22,22,5,1197331200,Jonesing for more Panda,"This is the best licorice ever!  Or at least the best I've ever had or can conceive of.  The only problem is that now that my 12-pack is gone, it's hard to concentrate on my work as I go through Panda withdrawal and cannot think of anything but Panda."
3807,B000X2CWTM,A3PW3MJBQTWPYS,M. Lewis,8,8,5,1268179200,REAL licorice,"This is real licorice. It is soft, has great taste, and is very healthy! Love it."
3808,B000X2CWTM,A205UHTCGSPZEI,G. Schecher,5,5,5,1265760000,All Natural Licorice Can't be beat,I have been eating Panda Licorice for a number of years and it is hard for someone who loves licorice to eat any other brand.  This is all natural (which is what makes it taste great) from the licorice root.  Fresh always because of the unique packaging and the most flavorful.
3809,B000X2CWTM,A12M1VOU8S1DRN,J. EDSALL,5,5,5,1264550400,"EXCELLENT,TASTY, CHEWY,","THESE CHEWS ARE TASTY AND CHEWY. THE PRICE IS EXCELLENT FOR WHAT YOU GET. WE HAVE PLENTY AROUND FOR OURSELVES AND TO SHARE WITH FAMILY. GREAT TREAT FOR LITTLE KIDS.<br />PLUS THEY ARE GOOD FOR YOU WITH NO ADDED JUNK. JUST LICORICE.<br />GREAT BUY, GREAT TASTE."
3810,B000X2CWTM,A1MUQUK1M4UK16,"Dancing Bear ""Valarie""",5,5,5,1257120000,The best black licorice!,This is what black licorice should taste like!  No artificial off-flavor.  No nasty artificial black dye to coat your tongue and teeth.  Wonderfully soft and chewy.  I took a box into work and everyone agreed that it was the best black licorice that they had ever tasted.
3811,B000X2CWTM,A20J2VEDZ874KV,Paula Augustyn,4,4,5,1297987200,Delicious Licorice,My daughter and I were looking for some real licorice and after reading several reviews about different brands of licorice we ordered the Panda licorice. We are very happy with Panda and will order again soon.
3812,B000X2CWTM,A12YQF6Z62K71V,Alison Ann Stratton,4,4,5,1287964800,A great natural snack,"This is the best licorice in the USA. If you have a craving for something sweet, this is it. And so good for you. I Love it and the price is very reasonable. i will continue to order this product. It is always fresh."
3813,B000X2CWTM,A60ATYEZM715O,J. Oswald,4,4,5,1283385600,Close to perfect,"this black licorice has great flavor and texture. Some are too soft and too sweet for me. Personal preference I'm sure, but I like this because it's slightly firm (not hard but not soft) and the sweetness is just right. Love that it's only 4 ingredients: molasses, wheat flour, licorice extract and aniseed oil. Price is good too. Compares to Tire Tread Licorice which is my first choice but I can't find it."
3814,B000X2CWTM,A1RRHET1QIP1YK,Daniel Hill,4,4,5,1279324800,Panda boxes of little licorice  pieces,"Just received these boxes rather than buying the bar type that I did before.EXCELLENT! They are small bite size pieces that are soft and flavorful. Really fresh. I did the subscribe and save and am happy that I did. My husband and I really enjoy this brand. The boxes are larger than I realized, But I still will carry this item in my purse for a pick me up and to have a handy snack available with me. The boxes have a open and close tab with a plastic seal over the product once you open the box. I can't find one bad thing to say. No dissapointments at all."
3815,B000X2CWTM,A3SWS3XC6828NX,Book lover,4,4,5,1243900800,Likes it!,"I, myself, do not care for licorice but my husband thinks this is the best licorice he has ever had and he loves the stuff.  I have also given it to two friends who are licorice lovers and they say it is delicious."
3816,B000X2CWTM,A3KQ3KHTWGW427,Jewell2,8,10,5,1197504000,panda all natural soft licorice,Panda All Natural Soft Licorice is a great snack for family movie time.<br />We consume it like it was water. It's the best snack next to popcorn.
3817,B000X2CWTM,A3AKUO7F4CNITR,mbsf,3,3,5,1300320000,Good Nature Licorice,This all natural licorice is very good -- I highly recommend it.  I bought this as I a read natural licorice is good for an upset stomach.
3818,B000X2CWTM,A3715BZIW4CZ25,Happy Mom,3,3,5,1274572800,Awesome Licorice!,This is by far my favorite black licorice - and the list of ingred. could not possibly be shorter or better!  Now if I could learn how to NOT eat the whole box in one sitting...
3819,B000X2CWTM,A102XKYZE9Q9L4,"TjB ""cancer-free!""",5,6,5,1250812800,LICORICE LOWERS BLOOD SUGARS~,"If you deal with diabetes or hypoglycemia, please use real licorice products with care.  I ate some of this yesterdy (it was delicious!) and had to skip both my dinner insukin shots.  I also woke in the night with a reading of 66-too low for comfort!  So, if you have insulin resistance, please be aware that true licorice candies or extract may have an affect on your body.  BTW, I am buying more today to use medically.  (I just won't eat so much in one day) What a lovely way to get out of getting shots! :>)"
3820,B000X2CWTM,A39Q2NUVJF92X8,danzkuh,2,2,5,1325203200,i love this licorice!,"Quality and delicious licorice! And this is the best price/oz I could find for quality licorice anywhere. Highly recommended, if you're into buying $30 worth of candy. (You can subscribe for the lower price and then unsubscribe no problem)"
3821,B000X2CWTM,AFGWEW525UBN7,michlhw,2,2,5,1323561600,good traditional licorice,"love it. eating it has got to be a ritual. taste is well balanced, nice and chewy without being overly sticky, leave a great lingering aftertaste.<br /><br />compared to gimbal's scottish dogs, these taste and feel more traditional, and much healthier too, given that only four ingredients go into them.<br /><br />out in the midwest, ann abor to be specific, i found these in the candy aisle for around $2.80 per resealable bag of 170g."
3822,B000X2CWTM,A5FPSTJ9EYAXM,"DM-Wyomissing,Pa",2,2,5,1322524800,soft& just the right amout of flavor,I got the licorice at a cheese shop in New York and by the time I got home it was all gone. So got on the computer and found and bought some. That's how much I liked it. I have not done the before and do not regret buying it. Yummmmmm.
3823,B000X2CWTM,AJ48HT6B03XD7,Shirley Storms,2,2,5,1307923200,LICORICE LOVER,"If you liked licorice as a child, this is a dream come true.  It is soft, and the taste rolls off the back of your tongue---but you can't eat just one (box)."
3824,B000X2CWTM,A3M798YYM8TSQG,Judy,2,2,5,1236988800,I love this licorice,"I love this licorice and as someone with a lot of food allergies, I appreciate that it only has four ingredients."
3825,B000X2CWTM,A1EM45XKGU0P32,K. Foley,2,2,4,1211846400,Taste like ...,"The Panda black licorice is an excellent product.  The raspberry flavor tastes mostly like molasses.  This is fine if you value an all natural product, but it is not what I expected.  The two flavors that I bought have all been consumed so they tasted good."
3826,B000X2CWTM,A1ZPY91VE3IDN1,J. Offenbach,4,5,5,1250380800,Doesn't leave my teeth black,"Some licorice products leave the teeth with a black film but not so with the Panda soft licorice chews.  It is a delicious licorice product that improves with age, in my opinion.  The candy from a freshly opened box is very soft and tends to stick in the teeth more than candy from a box which has been opened and closed for several days because it hardens as air circulates around the candy.  If I place it in an airtight container, it remains soft, but I really love it as the texture changes.  The flavor is consistently delicious and it is now my licorice of choice.  I was expecting the box to contain a plastic bag but it simply has a plastic seal along the top of the box with nothing inside to seal.  Therefore, if you want your licorice to remain fresh, I'd recommend placing it in an airtight container.  I've also purchased the raspberry flavor but haven't tried that yet.  I have a hard time considering fruit flavored candies as ""licorice,"" but enjoy the confection also."
3827,B000X2CWTM,AY12DBB0U420B,Gary Peterson,1,1,5,1263340800,Mmmmmmmm!,"I've always liked licorice candy and the best licorice I've ever had was obtained at Ikea. It was from Sweden. Yum! In any case, I've mentioned this around and then a box of Panda Soft Licorice appeared in my Christmas stocking.<br /><br />The Panda licorice is good. Real good. Excellent flavor. Nice and chewy. Good aftertaste. I'd rank it with the best I've had. It's imported from Finland and is made from all natural ingredients. In my opinion, it doesn't quite make it up to the licorice I obtain at Ikea, but it's close.<br /><br />Gary Peterson"
3828,B000X2CWTM,AKJ4JFB1ETOZ,Poof,1,1,5,1259020800,THE BEST LICORICE,This is by far my favorite licorice....to the point I have a case delivered on a regular monthly basis......an option offered by Amazon......a VERY convenient service......
3829,B000X2CWTM,AG3MYK4X81GRH,Wayne J. Cass,1,1,5,1257552000,the best,this product comes from finland and is an all natural product that is always fresh and I have never tasted better licorice in my life.  This product arrived fast in a protective box and the price is great.  I will purchase another case now.
3830,B000X2CWTM,A2G12AUVD3YX5R,"Pvc Distributors ""Flexpvc""",1,1,5,1242691200,"Awesome, people love it. Die hard licorice fans will love it.",Nothing but good feedback from everyone. A very good classic tasting licorice product. We buy it on subscription and save shipping and a little money.
3831,B000X2CWTM,A3JZDMLEINHKBO,Marco,1,1,5,1238716800,Panda Licorice,"I first saw this product, Panda Licorice, at the Memphis, TN zoo at the Panda exhibit.  I thought it was just a promotion for the zoo. I bought some. It was the really good old-fashion black Licorice I used to get when I was a kid. Not the chalky no taste stuff most is today. While at the Norway part of Epcot at Disney FL this year I found the same thing. Then I realized it is a company brand name made in Finland not a zoo promotion. I bought some more. It cost $5 per 7 oz box. When I got home I checked several websites and Amazon was the cheapest. Pack of 12 boxes total cost shipped to me(there was a free shipping deal) Came to $2.50 per 7 oz box. It is totally delicious. When this is gone I will surly order more."
3832,B000X2CWTM,AOR5N7XPWIIMG,M. F. Davis,1,1,5,1228089600,Great licorice flavor,I love these licorice.  Get licorice flavor--not just sugar with some flavor.  Very satisfying.
3833,B000X2CWTM,A1OWO4XLQ0P52Y,J. Mabey,1,1,5,1223164800,Delicious,"I sent the Panda licorice to my brother-in-law who really knows his licorice.  He usually buys it by mail specially from one company.  His comment was ""delicious""."
3834,B000X2CWTM,A3F8MYJJ0BZLFW,Jimmie D. Burnett,1,1,5,1213920000,Licorice,This licorice is great.  It taste like the old fashion rope licorice. I will continue to buy it.
3835,B000X2CWTM,A3PJSAXKHJLS1E,"C. Evans ""CJ Evans""",0,0,5,1350432000,My favorite natural licorice!,"I have been enjoying this product for some time.  I buy it at Wegmans grocery store, I believe the cost is under $4.00 a box.  If you like black licorice you will love this product."
3836,B000X2CWTM,A25QO2MR2XS67P,Michael,0,0,5,1344902400,Panda licorice,Panda licorice is great. It is always received fresh and is much better tasting than the Red Vines or Twizzler brands.  I highly recommend a standing order (approximately every 3 months) which reduces the overall price per box.<br />  Amazon is a very reliable and communicative mail order company. ALOHA!
3837,B000X2CWTM,AQUWJQX67LB88,DR. C,0,0,5,1343347200,Great taste and of medicinal value,"For those of you who like/love black licorice, I seriously recommend this product.  i eat it because I love black licorice, and only recently found that what I have observed is now reported by nuitionists as well.  These is evidence that black licorice is an aid to those with constipation.  It comes in other flavors too, but the medicinal effects only come the black."
3838,B000X2CWTM,A1D8KDMA3RO229,CWS,0,0,5,1342483200,PANDA Licorice,I am a fan of black licorice.  PANDA black licorice is simply the best black licorice that I have ever eaten!  Well done PANDA!
3839,B000X2CWTM,A2MSQNPTNAAGL1,P. Cannon,4,11,3,1223424000,OK but RJ's is much better!,"Panda has good flavor but the texture and shape is not the best. It does not have enough chew and I find it a bit dry.<br /><br /> I much prefer RJ's with it's big solid tubes and excellent natural licorice flavor and satisfying, just right chew without being gummy."
3840,B000X2CWTM,A3J8GABH8L5OYY,Anonymous,1,6,4,1274313600,Decent licorice,"Not the best I've ever had, but good. The best I've had was expensive and from an English company (I can't remember the name). But this is better than the movie kind. They're not quite as moist and rich as the best ones I've tried."
3841,B000X2CWTM,A2MXGSXIGZJ5W,Peggy Ringelstetter,1,14,3,1209168000,"this is Ok.,but","I've found a new licorice,,this one is ok.,But I really don't need the extra sodium in my body...."
3842,B00199CELE,A3583IHRIUF4GS,S. Magnet,2,2,5,1259625600,BEST BEAN EVER,"Wimpy coffee drinkers beware, this is not the bean for you.<br />If you like strong, bold flavor, you have found it in Larry's.  What a great coffee,<br />Starbucks move over, Larry is in first place!!"
3843,B002Y2WM62,A1Z8CR3HQOAA76,darla Martin,0,0,5,1282694400,wonderful candy,i'm not much of a candy eater but these suckers are fantastic. sweet and long lasting. my whole family is addicted to this great treat
3844,B0017TRINU,A32JJ3SU6PZOSZ,Susan Pollock,0,0,4,1313884800,Good product,"The first can that I got of this wonderful oil was packed in a poor way: an old, reused box with not enough padding.  When I complained the company was quick to respond - with an apology and a new can packed well for the mail.  I was impressed with their responsiveness.  The Merula oil itself was excellent - a great treat."
3845,B002979DP0,A2LXX47A0KMJVX,M. Erb,5,6,5,1244332800,Delicious alternative to soda,"My review is of the Strawberry-Melon flavor only. I did not try the other flavors in the variety pack as I puchased mine individually.<br /><br />I don't usually drink these types of beverages, nor do I drink much soda. I generally dislike overly sweet, artificial ingredient laden stuff. Quite by chance I tried a Strawberry Melon FUZE slenderize beverage and really liked it.<br /><br />What I liked most was the pleasing flavor and the absence of sugar, although it does have sucralose as a sweetener (rather than aspartame). It was not overly sweetened and the blend of strawberry and melon flavor was for me perfectly balanced; I could clearly distinguish both flavors.  FUZE was really tasty, no strong aftertaste and no sugar ""heaviness"" in the mouth. It was honestly the first time I've had this type of beverage other than a Snapple Tea beverage that I would purchase again.<br /><br />I'm a little skeptical of the benefits of the micro-nutrients that are added to this beverage; L-Carnitine, Super Citrimax and Chromium. Perhaps it's a bit more marketing hype rather than beneficial. Nonetheless, I found this beverage to be refreshing, tasty and something I would buy again.<br /><br />It is a little bit pricey though. Compared to a 12-pack of store brand Diet Soda, which in my neck of the woods ia around $2.99 or a little over $.02/ounce, FUZE beverage is priced $24.99 for 15-18.5 ounce bottles, or a little over $.09/ounce. That makes it more than 4 times as expensive as the store brand diet sodas.<br /><br />In spite of the price, I would buy this again and would justify the price by considering this more of a treat rather than a water substitute.<br /><br />5 stars."
3846,B002979DP0,A2VCOX5FQBIBTQ,Eileen Fitzgerald,1,1,5,1330128000,Excellent Soda Alternative!,"I don't drink a lot of sugary drinks and soft drinks.  I try to watch sugar intake and dislike overly sweet drinks.  By chance, I tried one of the Slenderize drinks and was amazed.  The drink is truly lightly sweet, using natural fruit juices, acesulfame-potassium, and sucralose as sweeteners.  Would definitely recommend to anyone who would like a soft drink replacement that still isn't as sweet as a typical ""diet"" drink."
3847,B0012R3N7C,AFFFOO4YDUZI7,dEw,0,0,5,1317427200,Perfect!,"I have been looking for a nice strong rose tea, and this is the one!  I've tried a number of brands, but they weren't ""rosy"" enough for me.  This is an excellent tea with a strong rose flavor.  No bitterness - nice and smooth.  I highly recommend this tea!"
3848,B0012R3N7C,AF62W6NCDXM6E,ls,0,0,5,1295654400,the best part of early summer,"the aroma is amazing, like a walk in my rose garden, minus the bees...but add a little honey in the tea and there you are. Beautiful. Taste is smooth, full, delicious."
3849,B004S4S2OA,AAGS7XMP6YWLP,me,1,1,5,1321747200,AMAZING FLAVOR!,"I visited a winery/vineyard in Tuscany where they sold Leonardi Balsamico vinegar as well as all the wines.  The flavor of this balsamic is so difficult to describe but it is smooth! I was used to grocery store balsamic vinegar and some ""specialty"" store balsamic vinegars.  It's like comparing skim milk (yuk) to cream - which would you rather put in your gourmet dishes?"
3850,B002HY8GNA,ARBVO4JVS9AR,B. Hicks,1,1,5,1338681600,Just as good as the others,"There are two types of larger suckers sold on Amazon, I got the tropical ones this time. Just as good as the regular kind. These ones have a mixture of sour and sweeter parts. Well worth the money."
3851,B002HY8GNA,A3LC8ZA3XARKWX,Sandra F. Brackens,0,0,5,1337558400,completly addicted love them cant get enough,"These Mega lollies are the best i eat 10 a day so they go quickly, i'm not going to tell you how many ive bought since Jan. 1 this year. They are great i love them."
3852,B002HY8GNA,A36KH6LCD7V2E3,PenShell,0,0,5,1333238400,Addicted,I am addicted to this candy. Will try not to order another batch for awhile!!! This is my candy to eat on the ride home from work in traffic to keep me calm.
3853,B001M074MY,A25EE3X3GQ6M7L,Old Codger,11,11,3,1260921600,Tight Fit,"The Melitta Java Pods Have a slightly smaller circumference than the Senseo pods and are thicker. If you are using a Senseo coffee machine, you probably should moisten the Java pod and smooth it before attempting to latch the lid. Otherwise, you risk breaking the latching mechanism. The resulting decaf coffee is not bad and seems to this reviewer to have a richer taste than the Senseo decaf pods. The Melitta Java pods are not really designed for the Senseo machine and several other brands such as Halo, Fratello and Millstone work better in the Senseo machine."
3854,B001M074MY,A3I2PMDRNA7OR5,Susan B. Sautman,3,3,2,1265155200,Coffee pods,Although this coffee tastes fine there is nowhere enough coffee in the pod.  The cup that is brewed even with a smaller amount of water is weak and watery.
3855,B001M074MY,A31QUJ7SRX02FU,Lana Caldwell,3,3,4,1231718400,Coffee Pods,The Parisian Cafe blend is wonderful but it is too thick to fit correctly in the Senseo machine.  The box advertises universal fit but it is not.
3856,B001M074MY,A3OELG80LBZVU9,R. Campbell,2,2,5,1261267200,Melitta: skip the buzz,"Coffee has a great flavor and is not too acidic. Fits perfectly in out ""Juan Valdez"" pod maker that was purchased at Target several years ago! So hard to find these so was glad to find them on Amazon!"
3857,B001M074MY,A16QZBG2UN6Z3X,"Toology ""Toology""",3,4,4,1237593600,Good but a bit big for senseo,"Smooth coffee, but a bit to big for senseo, interestingly all the other Melitta One pod flavors fit just fine in senseo, my fav are french kisses and vanilla haze."
3858,B001M074MY,AQZVF3LZMC6SM,L. Francis,2,3,1,1262822400,Not Good,My husband didn't care for this coffee at all.  He complained it lacked flavor and aroma.
3859,B001M074MY,A2703OYIOKQPIB,C. Newell,2,3,5,1259884800,Best home-brewed coffee on the planet!,"We love Melitta coffee pods.  Makes a perfect cup of coffee every time. The coffee is always delicious, even the decaf blend!  If you have a coffee pod machine, try all of their blends...they're great!"
3860,B001M074MY,A1ZZZT0KJR46UV,Darla Mcgranaghan,2,3,5,1245110400,Good coffee,I love coffee and at night really miss out if I don't have the decaff.
3861,B001M074MY,AS9N6RG8ZDO0U,NorCalGrandma,0,0,5,1351036800,NorCal Grandma,"This decaf pod has wonderful flavor.  It is much better than their previous decaf ""Skip the Buzz"".  I'm glad they upgraded their product."
3862,B001M074MY,AR7TMEFWUF0MB,Kay Hill Tyner,0,0,4,1347753600,Good flavor,"I had bought a Black and Decker one-cup coffee maker that used these pods.  It didn't work properly, but I have managed to use the pods with my old, stand-by coffee maker and am please with the flavor and convenience.  Someone had commented about a problem with some of the pods being sealed in the outer packaging.  I have not encountered that problem.  Overall, I am pleased with this purchase."
3863,B001M074MY,A3E0DOZLYQWUOP,liane douglas,0,0,3,1347580800,just ok,Some issues with the product -- some of the pods are not sealed properly so the grounds spill out (either before use or after use into your coffee); it is wasteful that each pod is individually sealed -- would rather they be packaged like the Senseo pods; the pods don't really fit my Senseo coffee maker -- too fat for the single and too small for the double which causes problems sometimes when I brew a cup.  On the plus side -- price.
3864,B001M074MY,A23QAFQA27EOCP,Betty,0,0,3,1347321600,Coffee Pods,"Melitta pods are full flavored; however, they do not fit my senseo coffee machine.  One pod in a two pod holder is too small and two pods are too large.  Sure do wish senseo was still readily available in the super markets!"
3865,B001M074MY,A1LSVFCJ8JTYBL,"DDW4U ""ddw4u""",0,0,5,1344816000,Great coffee!,"My mom has the Hamilton Beach single cup coffee maker and was using Senseo pods in it. They were too strong / bitter for her and I was searching for something else.  Found these and Wolfgang Puck's and decided to get both for her.  These Melitta Breakfast Blend pods are her favorite! She says they have a smooth taste and great flavor. Granted, neither of us would ever be mistaken for a coffee judge by anyone (I don't even drink coffee so my opinion means nothing), but she really likes these and is happy to have them."
3866,B001M074MY,A2G9TR3T8GNAVU,Faydean Fiss,0,0,2,1343865600,What happened to Senseo decaf?,To make a decent cup of coffee I have to use two pods at a time. I prefer a strong cup of coffee even if it IS decaf.<br />What happened to Senseo decaf?
3867,B001M074MY,A1P06PDB9KFV2L,Nezy,0,0,5,1337731200,coffee,this was delicious coffee for a great price which i could not find at any store in my area or areas nearby
3868,B001M074MY,A2M0SMGSV9Z2VU,Carol H,0,0,5,1334793600,One Java Pods,Enjoying my Java Pods very much. Easy and fast. Medium strong to wake me up. I get positive comments on the convenience of making coffee.
3869,B001M074MY,AUSJ6SU7S1R8W,One Man's Opinion,0,0,1,1324080000,Not good at all,"This coffee .<a href=""http://www.amazon.com/gp/product/B001M0508Y"">Melitta One:One Java Pods,Breakfast Blend Coffee, 18-Count Pods (Pack of 4)</a> is terrible. Cheap beans, bad roast, whatever, my lot actually tastes like it is moldy. Maybe I just got a bad batch. I have tried the Buzzworthy dark roast Melitta Pods and they are drinkable, even though I prefer medium roast coffees. Suggest you try one box of these, not the 4 box lot I'm stuck with. Also, to help you evaluate this response better, you should know that I like quality roast Kenya AA or Sumatra or Columbian Supremo, etc. rich flavor type coffees. I don't like Folgers, Maxwell House, pedestrian type blends, but even those are way better than this coffee."
3870,B001M074MY,A115TANMJQBF1Z,"Wheeler17 ""Bethany""",0,0,5,1319932800,Great alternative for K-cup users,Melitta Pods are an inexpensive alternative to k-cups  that also save in the amount of material you have to throw away. Buyer Beware: Pods vary GREATLY in the amount of coffee they have in them. These allow for a good size cup of coffee.
3871,B001M074MY,AHOBMUB2S5F51,Diego Montoya,0,0,2,1316390400,Very weak coffee,"I have a Melitta One:One machine and have been using Juan Valdez pods in it.  When I ran out I searched for pods for it & only came up with these Melitta-brand ones. I figured (incorrectly) that the others weren't available & purchased these. VERY disappointing.  My coffee had been nice, strong & tasty, but coffee made with these is weak & tasteless.  I bought a 4-box package of three different types & am now stuck with them. Forget these & head to Juan Valdez (same price range) unless you like weak coffee."
3872,B001M074MY,ADMPF64R5C3O8,C. Wendel,0,0,5,1309824000,Melitta One Java Pods,I've been using these for a couple of years now. I highly recommend these if you only need 1 cup of coffee.
3873,B001M074MY,A3OWR50RRC1GLD,linda,0,0,5,1306108800,Best decaf coffee I have tried!,This is one of the best decaf coffee's I have ever had.  I was ordering this product from another website but found that Amazon's subscribe and safe plan is the most economical.  Great Product.
3874,B001M074MY,A15FU41EIK19N8,Irl R. Sanders,0,0,3,1299801600,Decent,"A decent, clean, and simple cup of morning decaf. I find pre-wetting the pod helps extract a little extra flavor."
3875,B001M074MY,A2JF2YBFOI9PFQ,Sandra L. Silva,0,0,3,1265328000,Parisian coffee blend,Parisian Cafe' was not may favorite blend for breakfast coffee.  I prefer others of the Melitta brand.
3876,B004A85G52,A1JX59EIBYYQY1,Beachbunny,0,0,5,1350691200,missing in action,"Though London Fruit and Herb Company's Blueberry Bliss tea is one of the best teas I have ever had I cannot understand why Amazon has not begun shipping it out to customers who ordered this item months ago! It IS now available through other Vendors (i.e. Wendell Tea Company in MA) but not at the Amazon price.  If is's available to them it should be available to Amazon or they should take it off their inventory as an offering.<a href=""http://www.amazon.com/gp/product/B004A85G52"">London Fruit & Herb Company Blueberry Bliss Tea, 20-Count (Pack of 6)</a>"
3877,B005580B4M,A3FKZKMB7TDCK2,gadget gal,0,0,5,1332374400,Yummy soft peppermint,"I love peppermint, but find hard candy just too strong.  These melt in your mouth and aren't overwhelming and don't leave an aftertaste."
3878,B009166ECC,A2A5SQE8EEDLLD,Kurt,1,1,1,1348012800,"Great drink, horrible price!","I can get it at Walmart for $1.78 each or the gas station for $3.50 for 2. Why, just why?"
3879,B003159ETE,AB3848M6SEHWI,"J. Mott Restivo ""The Mott - Restivo's""",3,3,5,1272326400,Amazing Spice,We bought this to use with recipes for our Tagine.  This is an amazing spice and at an excellent price! Will buy from again
3880,B003159ETE,A33775AIB1A664,"Mark Colan ""duke-of-url""",2,2,4,1324771200,Great spice blend,"Ras el Hanout is a versatile Moroccan spice blend that can be used for marinading meats (with a little oil and vinegar, maybe some crushed garlic), making stews, or just mixed with olive oil (and maybe a little crushed garlic) for dipping bread.  You can find many recipes that use it with a google term like ""ras el hanout lamb recipe"".  Note that it is sometimes spelled ""ras el hanoud"", so you can find even more using that.<br /><br />I first found this at the famous (and expensive) spice market in Istanbul.  This blend from Angelina's is nearly as good.  Note that there is no one recipe for this spice blend, and there are many private recipes with a good deal of variation."
3881,B003159ETE,A2YMCPP3KW9IXU,USMC85,2,2,5,1284768000,Wonderful spices,I love the taste of this ras el hanout in my rice cooker for brown rice and quinoa. It makes the meal so much more special. Large size too that will last awhile.
3882,B003159ETE,A1Y693GFN95CTS,virginiab,1,1,5,1318982400,Nice polyvalent spice,"This is a nice, complex spice blend that makes Moroccan food, but it can also very easily be used to give body to a quick ""I don't know what to fix for supper"" kind of dish.  It's a great emergency item to have in the cupboard!"
3883,B003159ETE,A3UROLJYPRFLTW,Jenny,1,1,4,1302566400,Great spice at a good price,"This spice can be tricky to get good quality and this one arrived quick and the flavors are spot on, use it to marinate fish or chicken then grill it, love it!"
3884,B003159ETE,A3CGWE93SOARIC,"L. L. Mills ""Words-R-Us""",0,0,5,1348617600,What this does for lamb!!!!,"Not sure it should be legal. We put this --and a few other spices I won't share here--on some lamb chops and just fried them. They were AMAZING. This spice tastes pretty hot by itself, which makes it a bit hard to figure out how a blend with it and other spices is going to turn out. The end result, strangely, was not hot at all. Since I like spicy, I would usually have been disappointed, but this was so good, I did not even CARE. Seriously--you have to try this. I ordered two other spices at the same time, neither of which will be getting a GOOD review."
3885,B003159ETE,A32M0YLNY5YXTG,"DAR ""DAR""",0,0,5,1347926400,Fresh and high quality,"Cannot consider ourselves experts on North African or Middle Eastern cuisine, or having enough experience with Ras El Hanout to say the aroma and taste is better than competitors.  But the product was extremely fresh and of exquisite smell and taste so am very pleased with the purchase.  Will buy more when the time comes."
3886,B005GX7GVW,AS1FCKNKY95ID,"Juli A. Lee ""JingleJL""",1,1,5,1336953600,Great and good price!,"I love these noodles.  They are really great for a midnight snack.  It's not really something that will fill you up for a dinner.  If you do eat it for dinner, you will be hungry later.  Maybe some people wouldn't!!!!  But, it just doesn't stick to my ribs.  I love them though and Amazon has a really good price."
3887,B005GX7GVW,A1I34N9LFOSCX7,Smeggy,0,0,5,1349136000,Yum!,"This soup cooks up quickly and is very yummy! I really like the flavor of the seasoning packet and the way the noodles cook up, nice texture. It is very satisfying to me. I'm a single gal who doesn't really cook & am often in a hurry for my next meal, and I find that this soup really hits the spot. Although it does tend to be more of a mid-afternoon snack/light lunch item for me. It will tide you over for a while until your next big meal, but i have to agree with the other reviewer that if you try to have just one of these for dinner you can expect to be hungry in a few hours.<br /><br />Personally I LOOOVE this soup that much more because I had to give up the ramen cup o' noodle and some other brands i had been eating because I developed an allergy to shellfish and mollusks.  It seems that often these instant noodle packets/bowls either have some type of seafood in the sauce or they are manufactured on equipment that also processes shellfish. This one does not contain any type of seafood like many of the other instant noodles do. Another plus for me is that it's not spicy. I'm kind of a wimp with spicy foods, plus i have GERD/reflux, so believe me if i can eat it is NOT spicy. Just tasty :)<br /><br />One thing that bugs me a little is that i feel guilty about the packaging since the plastic bowl is not recyclable (in my town they only take 1's and 2's which of course these microwave safe bowls are never made out of.) Oh well, can't have it all...."
